split,class,file,width,height,channels,file_size_kb
Training,glioma,Tr-gl_231.jpg,512,512,1,20.779296875
Training,glioma,Tr-gl_112.jpg,512,512,1,19.2080078125
Training,glioma,Tr-gl_1388.jpg,512,512,1,17.6611328125
Training,glioma,Tr-gl_784.jpg,512,512,1,17.171875
Training,glioma,Tr-gl_318.jpg,512,512,3,19.46484375
Training,glioma,Tr-gl_1390.jpg,512,512,1,19.0966796875
Training,glioma,Tr-gl_947.jpg,512,512,1,14.2626953125
Training,glioma,Tr-gl_659.jpg,512,512,1,13.7724609375
Training,glioma,Tr-gl_468.jpg,512,512,1,22.916015625
Training,glioma,Tr-gl_923.jpg,512,512,3,21.2734375
Training,glioma,Tr-gl_584.jpg,512,512,3,17.4990234375
Training,glioma,Tr-gl_1261.jpg,512,512,1,23.9638671875
Training,glioma,Tr-gl_226.jpg,512,512,1,20.2568359375
Training,glioma,Tr-gl_193.jpg,512,512,1,12.58984375
Training,glioma,Tr-gl_731.jpg,512,512,1,23.2080078125
Training,glioma,Tr-gl_222.jpg,512,512,1,19.7724609375
Training,glioma,Tr-gl_816.jpg,512,512,1,17.744140625
Training,glioma,Tr-gl_528.jpg,512,512,1,14.6748046875
Training,glioma,Tr-gl_814.jpg,512,512,1,13.55078125
Training,glioma,Tr-gl_474.jpg,512,512,1,16.1103515625
Training,glioma,Tr-gl_405.jpg,512,512,1,24.9326171875
Training,glioma,Tr-gl_1253.jpg,512,512,1,24.9951171875
Training,glioma,Tr-gl_678.jpg,512,512,1,16.4599609375
Training,glioma,Tr-gl_648.jpg,512,512,1,16.3974609375
Training,glioma,Tr-gl_1166.jpg,512,512,1,15.6376953125
Training,glioma,Tr-gl_1085.jpg,512,512,1,13.3427734375
Training,glioma,Tr-gl_120.jpg,512,512,1,22.8720703125
Training,glioma,Tr-gl_1280.jpg,512,512,1,17.00390625
Training,glioma,Tr-gl_896.jpg,512,512,1,21.8671875
Training,glioma,Tr-gl_1293.jpg,512,512,1,15.5654296875
Training,glioma,Tr-gl_993.jpg,512,512,1,16.0390625
Training,glioma,Tr-gl_838.jpg,512,512,1,17.0419921875
Training,glioma,Tr-gl_1115.jpg,512,512,3,24.7099609375
Training,glioma,Tr-gl_448.jpg,512,512,1,13.4912109375
Training,glioma,Tr-gl_441.jpg,512,512,3,27.744140625
Training,glioma,Tr-gl_837.jpg,512,512,3,24.8291015625
Training,glioma,Tr-gl_600.jpg,512,512,1,18.171875
Training,glioma,Tr-gl_713.jpg,512,512,1,25.3603515625
Training,glioma,Tr-gl_200.jpg,512,512,1,14.2578125
Training,glioma,Tr-gl_759.jpg,512,512,1,17.9140625
Training,glioma,Tr-gl_1019.jpg,512,512,1,16.8232421875
Training,glioma,Tr-gl_1209.jpg,512,512,3,32.9541015625
Training,glioma,Tr-gl_996.jpg,512,512,1,19.7138671875
Training,glioma,Tr-gl_728.jpg,512,512,1,19.3125
Training,glioma,Tr-gl_92.jpg,512,512,1,15.646484375
Training,glioma,Tr-gl_28.jpg,512,512,3,25.1884765625
Training,glioma,Tr-gl_54.jpg,512,512,1,17.90625
Training,glioma,Tr-gl_129.jpg,512,512,3,21.2900390625
Training,glioma,Tr-gl_575.jpg,512,512,1,15.9306640625
Training,glioma,Tr-gl_1003.jpg,512,512,1,19.7294921875
Training,glioma,Tr-gl_223.jpg,512,512,1,22.6875
Training,glioma,Tr-gl_661.jpg,512,512,1,15.322265625
Training,glioma,Tr-gl_1327.jpg,512,512,1,19.3056640625
Training,glioma,Tr-gl_674.jpg,512,512,1,16.7294921875
Training,glioma,Tr-gl_1194.jpg,512,512,1,24.5166015625
Training,glioma,Tr-gl_891.jpg,512,512,1,21.6357421875
Training,glioma,Tr-gl_289.jpg,512,512,1,24.6484375
Training,glioma,Tr-gl_916.jpg,512,512,1,15.6201171875
Training,glioma,Tr-gl_427.jpg,512,512,1,17.6708984375
Training,glioma,Tr-gl_1296.jpg,512,512,1,12.0009765625
Training,glioma,Tr-gl_732.jpg,512,512,1,19.7822265625
Training,glioma,Tr-gl_716.jpg,512,512,1,15.2587890625
Training,glioma,Tr-gl_10.jpg,512,512,1,25.8359375
Training,glioma,Tr-gl_842.jpg,512,512,1,13.1787109375
Training,glioma,Tr-gl_335.jpg,512,512,3,26.66015625
Training,glioma,Tr-gl_639.jpg,512,512,1,19.33984375
Training,glioma,Tr-gl_1033.jpg,512,512,3,26.6142578125
Training,glioma,Tr-gl_1204.jpg,512,512,3,27.6015625
Training,glioma,Tr-gl_407.jpg,512,512,1,18.44140625
Training,glioma,Tr-gl_304.jpg,512,512,1,12.306640625
Training,glioma,Tr-gl_18.jpg,512,512,1,13.9208984375
Training,glioma,Tr-gl_1104.jpg,512,512,1,19.0302734375
Training,glioma,Tr-gl_182.jpg,512,512,1,17.3828125
Training,glioma,Tr-gl_1156.jpg,512,512,1,15.4658203125
Training,glioma,Tr-gl_634.jpg,512,512,1,14.5654296875
Training,glioma,Tr-gl_1125.jpg,512,512,1,13.22265625
Training,glioma,Tr-gl_72.jpg,512,512,1,18.138671875
Training,glioma,Tr-gl_123.jpg,512,512,1,26.318359375
Training,glioma,Tr-gl_1234.jpg,512,512,1,19.0146484375
Training,glioma,Tr-gl_955.jpg,512,512,1,14.6865234375
Training,glioma,Tr-gl_614.jpg,512,512,1,17.1865234375
Training,glioma,Tr-gl_751.jpg,512,512,1,19.8798828125
Training,glioma,Tr-gl_1302.jpg,512,512,3,27.244140625
Training,glioma,Tr-gl_710.jpg,512,512,1,20.3984375
Training,glioma,Tr-gl_857.jpg,512,512,1,15.6962890625
Training,glioma,Tr-gl_518.jpg,512,512,1,22.455078125
Training,glioma,Tr-gl_1389.jpg,512,512,1,16.76171875
Training,glioma,Tr-gl_1369.jpg,512,512,3,31.333984375
Training,glioma,Tr-gl_312.jpg,512,512,1,22.248046875
Training,glioma,Tr-gl_977.jpg,512,512,1,18.1904296875
Training,glioma,Tr-gl_426.jpg,512,512,1,16.4130859375
Training,glioma,Tr-gl_546.jpg,512,512,1,20.8369140625
Training,glioma,Tr-gl_692.jpg,512,512,1,20.775390625
Training,glioma,Tr-gl_570.jpg,512,512,1,23.3046875
Training,glioma,Tr-gl_1220.jpg,512,512,1,24.380859375
Training,glioma,Tr-gl_195.jpg,512,512,1,16.251953125
Training,glioma,Tr-gl_152.jpg,512,512,1,18.515625
Training,glioma,Tr-gl_1116.jpg,512,512,1,14.33203125
Training,glioma,Tr-gl_361.jpg,512,512,3,25.3720703125
Training,glioma,Tr-gl_1037.jpg,512,512,1,19.4521484375
Training,glioma,Tr-gl_822.jpg,512,512,1,17.4853515625
Training,glioma,Tr-gl_76.jpg,512,512,3,23.173828125
Training,glioma,Tr-gl_162.jpg,512,512,1,15.7626953125
Training,glioma,Tr-gl_823.jpg,512,512,3,24.95703125
Training,glioma,Tr-gl_1010.jpg,512,512,1,18.224609375
Training,glioma,Tr-gl_1129.jpg,512,512,1,16.685546875
Training,glioma,Tr-gl_901.jpg,512,512,1,12.7763671875
Training,glioma,Tr-gl_1106.jpg,512,512,1,21.244140625
Training,glioma,Tr-gl_16.jpg,512,512,1,12.7890625
Training,meningioma,Tr-me_1032.jpg,1275,1427,3,227.5869140625
Training,meningioma,Tr-aug-me_67.jpg,512,512,3,21.236328125
Training,meningioma,Tr-me_347.jpg,512,512,1,24.1328125
Training,meningioma,Tr-me_1039.jpg,512,512,3,21.8564453125
Training,meningioma,Tr-me_686.jpg,512,512,1,19.236328125
Training,meningioma,Tr-me_177.jpg,512,512,1,19.287109375
Training,meningioma,Tr-me_251.jpg,512,512,3,31.68359375
Training,meningioma,Tr-me_972.jpg,512,512,3,24.8447265625
Training,meningioma,Tr-me_633.jpg,512,512,3,30.064453125
Training,meningioma,Tr-me_132.jpg,512,512,1,19.5634765625
Training,meningioma,Tr-me_732.jpg,512,512,3,24.509765625
Training,meningioma,Tr-me_1151.jpg,512,512,1,16.0166015625
Training,meningioma,Tr-me_791.jpg,512,512,3,28.6845703125
Training,meningioma,Tr-me_800.jpg,512,512,3,32.119140625
Training,meningioma,Tr-me_61.jpg,512,512,3,25.0927734375
Training,meningioma,Tr-me_186.jpg,324,284,3,20.7451171875
Training,meningioma,Tr-me_489.jpg,295,394,3,23.24609375
Training,meningioma,Tr-me_1259.jpg,512,512,3,27.0458984375
Training,meningioma,Tr-me_1082.jpg,512,512,1,17.572265625
Training,meningioma,Tr-me_1087.jpg,512,512,1,15.9208984375
Training,meningioma,Tr-me_953.jpg,512,512,1,15.6337890625
Training,meningioma,Tr-me_532.jpg,512,512,1,26.322265625
Training,meningioma,Tr-me_391.jpg,512,512,3,23.0205078125
Training,meningioma,Tr-me_519.jpg,512,512,3,19.560546875
Training,meningioma,Tr-me_496.jpg,512,512,1,24.07421875
Training,meningioma,Tr-me_6.jpg,512,512,3,18.6494140625
Training,meningioma,Tr-me_1007.jpg,512,512,3,17.9599609375
Training,meningioma,Tr-me_980.jpg,239,248,3,10.9462890625
Training,meningioma,Tr-me_943.jpg,512,512,3,26.3857421875
Training,meningioma,Tr-me_93.jpg,512,512,1,13.6015625
Training,meningioma,Tr-me_109.jpg,369,395,3,19.3583984375
Training,meningioma,Tr-me_102.jpg,512,512,1,17.6025390625
Training,meningioma,Tr-me_480.jpg,512,512,1,16.306640625
Training,meningioma,Tr-me_363.jpg,512,512,3,24.6611328125
Training,meningioma,Tr-me_1109.jpg,512,512,1,19.5625
Training,meningioma,Tr-me_197.jpg,512,512,1,12.8359375
Training,meningioma,Tr-me_1261.jpg,512,512,3,19.5693359375
Training,meningioma,Tr-me_727.jpg,512,512,1,17.294921875
Training,meningioma,Tr-me_565.jpg,512,512,1,18.5
Training,meningioma,Tr-me_1167.jpg,512,512,3,21.197265625
Training,meningioma,Tr-me_516.jpg,512,512,3,17.6240234375
Training,meningioma,Tr-me_1246.jpg,512,512,1,11.341796875
Training,meningioma,Tr-me_591.jpg,512,512,3,17.0234375
Training,meningioma,Tr-me_199.jpg,512,512,1,24.1650390625
Training,meningioma,Tr-me_1047.jpg,512,512,1,20.8740234375
Training,meningioma,Tr-me_555.jpg,512,512,1,22.728515625
Training,meningioma,Tr-me_753.jpg,252,303,3,15.771484375
Training,meningioma,Tr-me_1089.jpg,512,512,1,13.74609375
Training,meningioma,Tr-me_1000.jpg,512,512,3,25.822265625
Training,meningioma,Tr-me_940.jpg,512,512,1,21.984375
Training,meningioma,Tr-me_735.jpg,512,512,3,23.3955078125
Training,meningioma,Tr-aug-me_36.jpg,512,512,3,13.7900390625
Training,meningioma,Tr-me_1080.jpg,512,512,3,24.3115234375
Training,meningioma,Tr-me_174.jpg,512,512,3,26.630859375
Training,meningioma,Tr-me_1214.jpg,512,512,1,19.5400390625
Training,meningioma,Tr-me_488.jpg,512,512,1,17.490234375
Training,meningioma,Tr-me_625.jpg,512,512,3,20.25
Training,meningioma,Tr-me_131.jpg,491,624,3,25.8876953125
Training,meningioma,Tr-me_478.jpg,512,512,3,17.1875
Training,meningioma,Tr-me_1016.jpg,512,512,3,24.1875
Training,meningioma,Tr-me_1211.jpg,512,512,1,21.8896484375
Training,meningioma,Tr-me_437.jpg,442,442,3,25.4267578125
Training,meningioma,Tr-aug-me_12.jpg,512,512,3,24.7138671875
Training,meningioma,Tr-me_458.jpg,554,554,3,23.4990234375
Training,meningioma,Tr-me_227.jpg,512,512,1,20.03125
Training,meningioma,Tr-me_577.jpg,512,512,1,21.6572265625
Training,meningioma,Tr-me_264.jpg,512,512,1,23.4326171875
Training,meningioma,Tr-me_518.jpg,512,512,1,23.4765625
Training,meningioma,Tr-me_763.jpg,512,512,1,19.6767578125
Training,meningioma,Tr-me_959.jpg,512,512,3,19.1171875
Training,meningioma,Tr-me_635.jpg,512,512,1,16.4150390625
Training,meningioma,Tr-me_1194.jpg,215,220,3,8.5966796875
Training,meningioma,Tr-me_1258.jpg,512,512,3,18.513671875
Training,meningioma,Tr-me_285.jpg,512,512,1,18.69140625
Training,meningioma,Tr-me_139.jpg,512,512,3,24.744140625
Training,meningioma,Tr-me_1015.jpg,512,512,3,24.9716796875
Training,meningioma,Tr-me_806.jpg,512,512,1,23.130859375
Training,meningioma,Tr-me_738.jpg,512,512,1,14.4794921875
Training,meningioma,Tr-me_316.jpg,512,512,3,23.60546875
Training,meningioma,Tr-me_1013.jpg,512,512,3,28.904296875
Training,meningioma,Tr-me_100.jpg,512,512,1,17.716796875
Training,meningioma,Tr-me_815.jpg,512,512,1,13.5791015625
Training,meningioma,Tr-me_617.jpg,512,512,1,22.498046875
Training,meningioma,Tr-me_665.jpg,512,512,3,24.201171875
Training,meningioma,Tr-me_717.jpg,315,341,3,16.3740234375
Training,meningioma,Tr-me_1199.jpg,512,512,1,22.962890625
Training,meningioma,Tr-me_1012.jpg,512,512,3,22.4931640625
Training,meningioma,Tr-me_675.jpg,512,512,1,20.13671875
Training,meningioma,Tr-me_1056.jpg,512,512,1,19.2587890625
Training,meningioma,Tr-me_1250.jpg,512,512,1,21.5361328125
Training,meningioma,Tr-me_1034.jpg,512,512,3,22.3427734375
Training,meningioma,Tr-me_835.jpg,512,512,1,14.818359375
Training,meningioma,Tr-me_1033.jpg,512,512,1,18.3701171875
Training,meningioma,Tr-me_983.jpg,512,512,1,20.36328125
Training,meningioma,Tr-me_171.jpg,512,512,3,18.494140625
Training,meningioma,Tr-me_482.jpg,512,512,1,19.7216796875
Training,meningioma,Tr-me_1129.jpg,512,512,3,32.6865234375
Training,meningioma,Tr-me_789.jpg,512,512,1,23.8828125
Training,meningioma,Tr-me_192.jpg,512,512,3,23.16796875
Training,meningioma,Tr-me_805.jpg,512,512,1,20.8935546875
Training,meningioma,Tr-me_834.jpg,512,512,3,25.0869140625
Training,meningioma,Tr-aug-me_82.jpg,512,512,3,21.6748046875
Training,meningioma,Tr-me_880.jpg,200,252,3,8.95703125
Training,meningioma,Tr-me_1059.jpg,512,512,3,22.2978515625
Training,meningioma,Tr-me_510.jpg,512,512,3,22.1201171875
Training,meningioma,Tr-me_950.jpg,512,512,1,13.6923828125
Training,meningioma,Tr-me_814.jpg,512,512,3,14.759765625
Training,meningioma,Tr-me_780.jpg,512,512,3,25.767578125
Training,meningioma,Tr-me_701.jpg,512,512,3,30.8271484375
Training,meningioma,Tr-me_320.jpg,512,512,1,22.423828125
Training,meningioma,Tr-me_219.jpg,512,512,3,27.423828125
Training,meningioma,Tr-me_1285.jpg,512,512,1,17.240234375
Training,meningioma,Tr-me_973.jpg,512,512,1,23.41796875
Training,meningioma,Tr-me_317.jpg,512,512,3,23.0947265625
Training,meningioma,Tr-me_178.jpg,512,512,1,13.7333984375
Training,meningioma,Tr-me_468.jpg,225,225,3,6.8427734375
Training,meningioma,Tr-me_115.jpg,512,512,3,26.2587890625
Training,meningioma,Tr-me_977.jpg,512,512,1,20.3095703125
Training,meningioma,Tr-me_928.jpg,512,512,3,21.908203125
Training,meningioma,Tr-me_291.jpg,512,512,1,20.7041015625
Training,meningioma,Tr-me_581.jpg,512,512,3,28.611328125
Training,meningioma,Tr-me_1041.jpg,512,512,3,24.59765625
Training,meningioma,Tr-aug-me_26.jpg,512,512,3,14.5966796875
Training,meningioma,Tr-me_583.jpg,225,225,3,4.8037109375
Training,meningioma,Tr-me_884.jpg,512,512,3,27.6279296875
Training,meningioma,Tr-me_777.jpg,512,512,3,27.74609375
Training,meningioma,Tr-me_1092.jpg,512,512,3,23.1875
Training,meningioma,Tr-me_1043.jpg,512,512,1,18.39453125
Training,meningioma,Tr-me_73.jpg,512,512,1,23.046875
Training,meningioma,Tr-me_1300.jpg,512,512,3,27.0107421875
Training,meningioma,Tr-me_671.jpg,512,512,3,25.0693359375
Training,meningioma,Tr-me_1152.jpg,512,512,3,23.7783203125
Training,meningioma,Tr-me_381.jpg,512,512,3,19.1279296875
Training,meningioma,Tr-me_189.jpg,512,512,1,21.6806640625
Training,meningioma,Tr-me_419.jpg,512,512,1,19.162109375
Training,meningioma,Tr-me_263.jpg,512,512,3,22.74609375
Training,meningioma,Tr-me_12.jpg,512,512,3,27.224609375
Training,meningioma,Tr-me_546.jpg,512,512,1,17.54296875
Training,meningioma,Tr-me_74.jpg,512,512,3,28.41796875
Training,meningioma,Tr-me_296.jpg,512,512,3,22.080078125
Training,meningioma,Tr-me_866.jpg,512,512,3,22.5859375
Training,meningioma,Tr-me_944.jpg,512,512,1,22.4814453125
Training,meningioma,Tr-me_713.jpg,512,512,1,17.8701171875
Training,meningioma,Tr-aug-me_23.jpg,512,512,3,22.7060546875
Training,meningioma,Tr-me_97.jpg,512,512,1,17.1572265625
Training,meningioma,Tr-me_760.jpg,314,358,3,23.41796875
Training,meningioma,Tr-me_290.jpg,512,512,3,20.8359375
Training,meningioma,Tr-me_961.jpg,512,512,3,23.0390625
Training,meningioma,Tr-me_11.jpg,512,512,3,24.0966796875
Training,meningioma,Tr-me_1156.jpg,512,512,3,30.8828125
Training,meningioma,Tr-me_225.jpg,512,512,3,31.2138671875
Training,meningioma,Tr-me_1120.jpg,512,512,3,27.0439453125
Training,meningioma,Tr-me_1105.jpg,512,512,3,25.240234375
Training,meningioma,Tr-me_759.jpg,512,512,3,30.265625
Training,meningioma,Tr-me_1195.jpg,512,512,3,27.626953125
Training,meningioma,Tr-me_24.jpg,512,512,3,26.00390625
Training,meningioma,Tr-me_258.jpg,512,512,3,22.962890625
Training,meningioma,Tr-me_853.jpg,512,512,3,25.328125
Training,meningioma,Tr-me_1297.jpg,512,512,3,22.9931640625
Training,meningioma,Tr-me_370.jpg,512,512,1,18.421875
Training,meningioma,Tr-me_1283.jpg,512,512,1,18.3828125
Training,meningioma,Tr-me_907.jpg,512,512,1,19.337890625
Training,meningioma,Tr-me_224.jpg,512,512,3,26.345703125
Training,meningioma,Tr-me_670.jpg,512,512,3,27.498046875
Training,meningioma,Tr-me_639.jpg,528,581,3,29.0888671875
Training,meningioma,Tr-me_200.jpg,312,401,3,23.4033203125
Training,meningioma,Tr-me_1001.jpg,512,512,3,24.6748046875
Training,meningioma,Tr-me_1079.jpg,512,512,1,21.1376953125
Training,meningioma,Tr-me_908.jpg,512,512,1,21.8251953125
Training,meningioma,Tr-me_248.jpg,512,512,3,25.533203125
Training,meningioma,Tr-aug-me_90.jpg,512,512,1,13.626953125
Training,meningioma,Tr-aug-me_15.jpg,512,512,3,22.84375
Training,meningioma,Tr-me_353.jpg,512,512,1,12.158203125
Training,meningioma,Tr-me_1149.jpg,512,512,3,24.3857421875
Training,meningioma,Tr-me_912.jpg,512,512,3,30.640625
Training,meningioma,Tr-me_220.jpg,512,512,1,16.2744140625
Training,meningioma,Tr-me_1205.jpg,512,512,1,13.1484375
Training,meningioma,Tr-me_552.jpg,512,512,3,21.244140625
Training,meningioma,Tr-me_755.jpg,512,512,1,17.46875
Training,meningioma,Tr-me_526.jpg,512,512,3,26.111328125
Training,meningioma,Tr-me_772.jpg,512,512,1,20.8740234375
Training,meningioma,Tr-me_1114.jpg,512,512,3,25.97265625
Training,meningioma,Tr-me_1183.jpg,512,512,3,26.396484375
Training,meningioma,Tr-me_744.jpg,512,512,1,21.5625
Training,meningioma,Tr-aug-me_75.jpg,512,512,3,21.421875
Training,meningioma,Tr-me_811.jpg,420,264,3,40.77734375
Training,meningioma,Tr-me_757.jpg,512,512,3,30.869140625
Training,meningioma,Tr-me_1181.jpg,512,512,1,23.6025390625
Training,meningioma,Tr-me_530.jpg,323,342,3,15.4501953125
Training,meningioma,Tr-me_1143.jpg,512,512,1,19.7158203125
Training,meningioma,Tr-aug-me_86.jpg,512,512,3,23.3212890625
Training,meningioma,Tr-me_306.jpg,512,512,3,29.5458984375
Training,meningioma,Tr-me_41.jpg,512,512,3,17.3349609375
Training,meningioma,Tr-me_398.jpg,512,512,3,20.74609375
Training,meningioma,Tr-me_1296.jpg,512,512,3,27.951171875
Training,meningioma,Tr-me_996.jpg,512,512,3,28.7373046875
Training,meningioma,Tr-me_968.jpg,512,512,1,20.4296875
Training,meningioma,Tr-me_1098.jpg,512,512,3,25.48046875
Training,meningioma,Tr-me_390.jpg,512,512,3,21.8623046875
Training,meningioma,Tr-me_770.jpg,512,512,1,21.5068359375
Training,notumor,Tr-no_488.jpg,201,251,3,12.611328125
Training,notumor,Tr-no_883.jpg,173,201,3,8.6865234375
Training,notumor,Tr-no_1283.jpg,630,630,3,43.380859375
Training,notumor,Tr-no_174.jpg,236,315,3,23.6806640625
Training,notumor,Tr-no_1298.jpg,225,225,3,13.80859375
Training,notumor,Tr-no_1324.jpg,215,234,3,16.8583984375
Training,notumor,Tr-no_499.jpg,227,222,3,11.9482421875
Training,notumor,Tr-no_1043.jpg,196,257,3,10.59765625
Training,notumor,Tr-no_1329.jpg,208,242,3,13.048828125
Training,notumor,Tr-no_350.jpg,225,225,3,15.2548828125
Training,notumor,Tr-no_498.jpg,350,393,3,17.556640625
Training,notumor,Tr-no_973.jpg,200,252,3,12.703125
Training,notumor,Tr-no_196.jpg,236,300,3,25.4921875
Training,notumor,Tr-no_23.jpg,359,449,3,18.6181640625
Training,notumor,Tr-no_1292.jpg,232,217,3,9.078125
Training,notumor,Tr-no_1198.jpg,192,192,3,5.8544921875
Training,notumor,Tr-no_443.jpg,504,540,3,50.4287109375
Training,notumor,Tr-no_107.jpg,420,280,3,12.3896484375
Training,notumor,Tr-no_605.jpg,214,236,3,16.779296875
Training,notumor,Tr-no_148.jpg,300,168,3,5.6669921875
Training,notumor,Tr-no_1366.jpg,1280,720,3,148.56640625
Training,notumor,Tr-no_587.jpg,225,225,3,7.2841796875
Training,notumor,Tr-no_383.jpg,236,268,3,18.33203125
Training,notumor,Tr-no_300.jpg,212,280,3,11.3212890625
Training,notumor,Tr-no_158.jpg,400,442,3,20.6572265625
Training,notumor,Tr-no_149.jpg,150,198,3,7.3837890625
